KEY_CODE,T000918001,T000918002,T000918003,T000918004,T000918005,T000918006,T000918007,T000918008,T000918009,T000918010,T000918011,T000918012,T000918013,T000918014,T000918015,T000918016,T000918017,T000918018,T000918019,T000918020,T000918021,T000918022,T000918023,T000918024,T000918025,T000918026,T000918027,T000918028,T000918029,T000918030,T000918031,T000918032,T000918033,T000918034,T000918035,T000918036,T000918037,T000918038,T000918039,T000918040
534031544,34,11,0,5,6,23,0,0,1,9,0,1,1,4,1,0,3,0,3,422,109,0,60,49,313,0,0,38,87,0,6,8,28,6,0,82,0,58,275,147
534031551,11,1,0,1,0,10,0,0,0,2,0,1,0,2,3,0,2,0,0,69,11,0,11,0,58,0,0,0,18,0,2,0,3,9,0,26,0,0,31,38
534031552,12,4,0,4,0,8,0,0,0,1,0,0,0,3,0,0,4,0,0,174,80,0,80,0,94,0,0,0,2,0,0,0,41,0,0,51,0,0,56,93
534031553,15,7,0,5,2,8,0,0,1,1,0,0,2,0,0,2,1,0,1,43,27,0,24,3,16,0,0,3,3,0,0,4,0,0,2,2,0,2,25,18
534031554,25,6,0,5,1,19,0,1,0,4,0,1,2,0,5,1,3,1,1,218,49,0,45,4,169,0,1,0,94,0,12,6,0,15,3,28,7,3,94,124
534031562,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1
534031563,8,3,0,2,1,5,0,0,0,1,0,1,0,0,1,0,0,0,2,44,11,0,9,2,33,0,0,0,3,0,23,0,0,4,0,0,0,3,33,11
534031564,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,23,2
534031571,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,4,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3
534031572,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,4,0,0,3,2
534031573,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21,10,0,0,10,11,0,0,0,0,0,0,0,0,0,0,11,0,0,11,10
534031581,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,3,1
534031582,5,2,0,2,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,18,6,0,6,0,12,0,0,0,6,0,0,0,6,0,0,0,0,0,12,6
534031591,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
534031592,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,132,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,30
534031593,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,14,6
534031594,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9
534031601,32,3,0,3,0,29,0,0,0,8,2,2,5,2,4,2,2,0,2,199,18,0,18,0,181,0,0,0,51,8,4,27,28,16,15,12,0,20,105,94
534031602,10,1,0,1,0,9,0,1,0,2,0,1,0,1,1,0,2,0,1,36,2,0,2,0,34,0,2,0,9,0,3,0,2,1,0,15,0,2,13,23
534031603,34,8,0,8,0,26,0,0,1,8,1,1,1,6,1,2,2,0,3,775,82,0,82,0,693,0,0,130,69,5,2,1,47,1,23,8,0,407,419,341
534031604,93,3,0,3,0,90,0,0,2,31,2,2,2,12,11,4,21,1,2,956,20,0,20,0,936,0,0,79,359,27,8,3,127,21,34,258,7,13,377,579
534031611,19,3,0,2,1,16,0,1,0,5,0,1,2,1,2,0,3,0,1,229,75,0,74,1,154,0,1,0,29,0,3,11,7,15,0,81,0,7,145,84
534031612,193,7,0,5,2,185,0,2,2,35,4,13,8,35,28,20,33,1,4,1790,55,0,46,9,1725,0,16,12,293,76,98,58,236,93,203,420,8,212,738,1045
534031613,34,5,0,4,1,29,0,0,0,5,0,8,1,5,4,1,3,0,2,147,63,0,61,2,84,0,0,0,25,0,16,1,17,14,0,9,0,2,96,51
534031614,43,3,0,3,0,40,0,1,0,11,1,2,4,4,7,1,8,0,1,301,32,0,32,0,269,0,6,0,132,2,2,18,14,16,1,67,0,11,113,188
534031621,182,12,0,10,2,170,0,0,2,56,5,9,14,23,26,4,23,1,7,1962,117,0,107,10,1845,0,0,20,561,50,51,154,147,242,70,295,8,247,959,953
534031622,24,5,0,3,2,19,0,0,0,7,0,2,0,1,3,1,5,0,0,430,30,0,10,20,400,0,0,0,40,0,3,0,75,112,1,169,0,0,157,273
534031623,53,8,0,6,2,45,0,2,2,13,1,4,3,5,4,0,10,0,1,238,55,0,48,7,183,0,14,5,56,3,9,11,11,6,0,67,0,1,106,117
534031624,39,6,0,5,1,33,0,0,0,10,2,1,7,1,7,0,3,0,2,222,44,0,18,26,178,0,0,0,76,12,2,15,2,31,0,20,0,20,106,116
534031631,53,5,0,4,1,48,0,0,2,18,1,2,0,19,2,0,3,0,1,836,34,0,28,6,802,0,0,16,260,3,3,0,361,2,0,154,0,3,350,469
534031632,41,20,0,18,2,21,0,0,3,2,1,1,1,0,0,1,7,0,5,401,108,0,95,13,293,0,0,43,17,12,6,7,0,0,1,165,0,42,201,200
534031633,23,4,0,3,1,19,0,0,1,7,1,2,1,5,1,0,1,0,0,133,11,0,7,4,122,0,0,22,56,1,7,1,27,1,0,7,0,0,65,68
534031634,13,3,0,3,0,9,0,0,0,5,0,1,0,2,0,0,0,0,1,144,18,0,18,0,108,0,0,0,47,0,2,0,50,0,0,0,0,9,83,61
534031641,30,16,0,12,4,14,0,0,1,4,0,2,0,1,3,0,2,0,1,324,206,0,148,58,118,0,0,9,30,0,9,0,4,48,0,11,0,7,256,68
534031642,3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,125,0,0,0,0,125,0,0,0,0,0,0,0,11,0,113,0,0,1,48,77
534031643,14,8,0,3,5,6,0,0,0,2,0,2,0,0,1,0,0,0,1,146,75,0,17,58,71,0,0,0,9,0,11,0,0,15,0,0,0,36,107,39
534031644,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2
534031651,3,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,39,2,0,0,2,37,0,0,0,8,0,0,0,0,0,0,29,0,0,11,28
534031652,17,4,0,3,1,13,0,1,0,6,0,0,1,3,0,0,2,0,0,161,18,0,17,1,143,0,5,0,84,0,0,1,47,0,0,6,0,0,79,82
534031653,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,3,0,4,0,0,0,0,0,0,0,5,2
534031661,6,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,4,0,0,26,0,0,0,0,26,0,0,0,1,0,2,0,0,0,0,23,0,0,7,19
534031662,6,2,0,1,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,27,3,0,1,2,24,0,0,18,6,0,0,0,0,0,0,0,0,0,20,7
534031663,16,1,0,0,1,15,0,0,1,5,0,0,3,3,0,1,0,0,2,873,16,0,0,16,857,0,0,192,211,0,0,217,33,0,196,0,0,8,559,302
534031671,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
534031674,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7
534031682,3,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,96,0,0,0,0,83,0,0,0,0,0,0,0,0,83,0,0,0,0,33,63
534031693,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
534031701,16,3,0,3,0,11,0,1,0,0,0,3,1,3,1,0,0,0,2,90,14,0,14,0,65,0,1,0,0,0,7,1,30,3,0,0,0,23,55,35
534031702,48,7,0,7,0,41,0,0,2,8,1,4,1,6,11,2,5,0,1,383,43,0,43,0,340,0,0,105,38,3,23,2,13,20,25,70,0,41,230,123
534031704,41,8,0,7,1,33,0,0,0,8,1,2,2,2,6,1,7,0,4,356,68,0,66,2,288,0,0,0,64,11,5,4,8,45,2,110,0,39,178,175
534031711,30,6,0,5,1,24,1,1,0,3,0,1,3,2,6,2,4,0,1,138,17,0,15,2,121,9,7,0,8,0,5,13,4,11,3,60,0,1,52,86
534031712,40,9,0,9,0,31,0,1,2,11,0,1,2,6,3,1,3,0,1,272,59,0,59,0,213,0,2,8,61,0,1,2,47,3,17,71,0,1,145,127
534031713,71,14,0,8,6,57,0,0,13,23,1,3,2,6,4,0,4,0,1,688,125,0,78,47,563,0,0,270,146,7,8,6,39,12,0,33,0,42,456,232
534031714,28,13,0,8,5,15,0,0,1,5,0,1,0,2,0,0,4,0,2,833,74,0,41,33,759,0,0,6,32,0,2,0,8,0,0,697,0,14,288,545
534031721,17,4,0,4,0,13,0,1,0,4,1,3,1,2,1,0,0,0,0,89,29,0,29,0,60,0,1,0,46,2,4,2,4,1,0,0,0,0,68,16
534031722,11,6,0,3,3,5,0,0,0,2,0,0,0,2,0,0,0,0,1,102,31,0,17,14,71,0,0,0,14,0,0,0,50,0,0,0,0,7,46,53
534031723,22,10,0,9,1,12,0,0,0,5,1,0,1,0,1,0,1,0,3,152,95,0,93,2,57,0,0,0,15,1,0,2,0,21,0,10,0,8,104,48
534031724,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,37,0,0,0,0,37,0,0,0,21,0,0,0,0,0,1,0,0,15,21,16
534031731,15,9,0,7,2,6,0,0,0,4,0,0,0,0,2,0,0,0,0,252,210,0,197,13,42,0,0,0,18,0,0,0,0,24,0,0,0,0,204,48
534031732,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,66,0,0,0,0,66,0,0,0,0,0,0,0,0,0,23,43,0,0,8,58
534031733,7,2,0,2,0,5,0,0,0,1,0,0,0,0,1,0,1,0,2,84,19,0,19,0,65,0,0,0,2,0,0,0,0,8,0,2,0,53,65,8
534031734,10,5,0,3,2,5,0,0,1,2,0,0,0,0,2,0,0,0,0,35,24,0,21,3,11,0,0,1,5,0,0,0,0,5,0,0,0,0,26,9
534031741,13,3,0,3,0,10,0,0,1,4,0,1,0,0,1,0,0,0,3,91,23,0,23,0,68,0,0,6,21,0,3,0,0,1,0,0,0,37,71,16
534031742,3,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,16,3,0,0,3,13,0,0,0,0,0,11,0,0,0,0,0,0,2,14,2
534031743,8,3,0,2,1,5,0,0,1,1,0,0,0,0,1,0,1,0,1,57,34,0,10,24,23,0,0,18,1,0,0,0,0,2,0,1,0,1,29,28
534031744,15,1,0,0,1,14,0,1,2,6,0,2,0,1,0,0,0,0,2,130,7,0,0,7,123,0,2,13,89,0,7,0,5,0,0,0,0,7,95,35
534031751,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1
534031752,5,1,0,1,0,4,0,0,0,2,0,1,0,1,0,0,0,0,0,12,2,0,2,0,10,0,0,0,7,0,1,0,2,0,0,0,0,0,7,5
534031753,7,2,0,1,1,5,0,0,0,3,0,0,0,0,0,0,0,0,2,117,59,0,25,34,58,0,0,0,37,0,0,0,0,0,0,0,0,21,107,10
534031754,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
534031761,6,2,0,0,2,4,0,0,0,2,0,0,0,1,0,0,0,0,1,201,170,0,0,170,31,0,0,0,12,0,0,0,10,0,0,0,0,9,136,65
534031762,4,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,21,14,0,14,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,12,9
534031771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,7,2
534031772,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,11,6,0,0,0,0,5,0,0,0,0,0,0,0,8,3
534031773,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
534031781,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1
534031783,4,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,15,11,0,11,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3,12,3
534031791,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3
534031793,10,2,0,1,1,7,0,0,0,4,0,0,0,0,0,0,3,0,0,138,5,0,2,3,119,0,0,0,18,0,0,0,0,0,0,101,0,0,42,96
534031794,4,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,29,2,0,2,0,21,0,0,0,5,0,16,0,0,0,0,0,0,0,27,2
534031801,21,7,0,5,2,14,0,0,1,2,1,1,1,2,1,0,1,0,4,172,44,0,38,6,128,0,0,52,7,1,2,3,12,1,0,10,0,40,116,56
534031802,49,20,0,17,3,29,0,0,2,8,0,8,2,3,3,0,0,0,3,454,139,0,85,54,315,0,0,12,194,0,19,4,14,39,0,0,0,33,273,181
534031803,64,6,0,4,2,58,0,0,0,27,1,2,4,7,7,2,6,1,1,760,17,0,13,4,743,0,0,0,385,3,7,22,151,121,7,37,7,3,267,480
534031804,20,5,0,2,3,15,0,0,5,6,0,1,0,1,0,1,0,0,1,372,80,0,20,60,292,0,0,131,51,0,10,0,1,0,88,0,0,11,302,70
534031811,30,9,0,5,4,21,0,0,3,11,0,2,1,0,4,0,0,0,0,614,242,0,69,173,372,0,0,127,106,0,67,1,0,71,0,0,0,0,417,197
534031812,8,0,0,0,0,8,0,0,0,1,0,0,0,1,2,0,4,0,0,108,0,0,0,0,108,0,0,0,1,0,0,0,3,5,0,99,0,0,23,85
534031813,16,9,0,1,8,7,0,0,1,3,0,0,0,0,0,0,1,0,2,824,498,0,7,491,326,0,0,5,308,0,0,0,0,0,0,3,0,10,566,253
534031814,27,11,0,4,7,16,0,0,2,12,0,0,0,0,0,0,0,0,2,682,377,0,46,331,305,0,0,61,215,0,0,0,0,0,0,0,0,29,291,391
534031821,31,3,0,2,1,28,0,0,1,9,0,2,3,6,6,0,1,0,0,186,12,0,10,2,174,0,0,2,91,0,3,10,55,11,0,2,0,0,69,117
534031822,18,5,0,5,0,13,0,1,2,1,0,4,1,1,1,0,1,0,1,100,19,0,19,0,81,0,11,11,11,0,13,4,3,1,0,19,0,8,59,41
534031823,22,3,0,1,2,19,0,1,2,8,0,0,0,4,1,0,1,0,2,200,17,0,3,14,183,0,1,24,113,0,0,0,18,1,0,16,0,10,115,85
534031824,39,2,0,1,1,37,0,0,0,2,0,6,5,2,8,4,8,0,2,163,8,0,4,4,155,0,0,0,3,0,7,11,35,15,17,51,0,16,49,114
534031831,15,1,0,1,0,14,0,0,1,4,0,0,0,1,0,0,6,0,2,107,1,0,1,0,106,0,0,1,16,0,0,0,36,0,0,49,0,4,23,84
534031832,33,2,0,2,0,31,0,0,0,13,1,0,1,1,9,1,3,1,1,403,6,0,6,0,397,0,0,0,313,1,0,11,5,29,1,19,6,12,125,278
534031833,35,1,0,1,0,34,0,0,0,12,0,6,3,0,5,2,5,1,0,417,3,0,3,0,414,0,0,0,157,0,13,4,0,15,11,44,170,0,178,239
534031834,12,2,0,2,0,10,0,0,0,3,0,0,1,2,0,2,2,0,0,96,4,0,4,0,92,0,0,0,33,0,0,5,15,0,2,37,0,0,20,76
534031841,11,3,0,3,0,8,0,0,0,2,0,0,1,3,2,0,0,0,0,24,10,0,10,0,14,0,0,0,3,0,0,3,6,2,0,0,0,0,13,11
534031842,9,6,0,0,6,3,0,0,1,1,0,0,0,0,0,0,0,0,1,131,100,0,0,100,31,0,0,1,5,0,0,0,0,0,0,0,0,25,111,20
534031843,9,1,0,1,0,8,0,0,1,2,0,0,0,2,1,0,1,0,1,161,3,0,3,0,158,0,0,99,7,0,0,0,11,37,0,1,0,3,121,40
534031844,14,2,0,0,2,12,0,0,3,3,0,1,0,0,1,0,0,0,4,299,38,0,0,38,261,0,0,117,26,0,4,0,0,20,0,0,0,94,196,103
534031851,16,3,0,1,2,13,0,1,1,0,0,1,0,6,4,0,0,0,0,190,95,0,10,85,95,0,1,16,0,0,1,0,52,25,0,0,0,0,118,72
534031852,13,0,0,0,0,13,0,0,1,7,0,1,0,1,2,0,0,0,1,136,0,0,0,0,136,0,0,7,31,0,1,0,7,85,0,0,0,5,68,68
534031853,3,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,11,1,0,1,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,10,1
534031854,3,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,11,0,0,0,0,11,0,0,0,8,0,0,0,0,3,0,0,0,0,8,3
534031863,13,3,0,2,1,10,0,0,0,5,0,1,0,1,1,0,0,0,2,65,25,0,16,9,40,0,0,0,24,0,1,0,2,1,0,0,0,12,55,7
534031864,6,0,0,0,0,6,0,0,1,4,0,0,0,0,0,0,0,0,1,22,0,0,0,0,22,0,0,1,5,0,0,0,0,0,0,0,0,16,20,2
534031871,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,58,6,0,0,6,52,0,0,50,0,0,0,0,0,0,0,0,0,2,51,7
534031872,5,1,0,1,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,287,0,0,0,0,287,0,0,0,1,0,0,278,8,0,0,0,0,0,222,65
534031873,6,0,0,0,0,6,0,0,1,4,0,0,0,1,0,0,0,0,0,94,0,0,0,0,94,0,0,77,14,0,0,0,3,0,0,0,0,0,82,12
534031874,3,0,0,0,0,3,0,0,0,1,0,0,0,1,1,0,0,0,0,63,0,0,0,0,63,0,0,0,56,0,0,0,3,4,0,0,0,0,11,52
534031882,6,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,1,1,1,23,0,0,0,0,23,0,0,0,5,0,7,0,0,0,0,4,3,4,11,12
534031883,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2
534031884,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,17,0,2,0,0,0,0,0,0,0,8,11
534031891,4,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,1,8,2,0,0,2,6,0,0,2,2,0,0,0,0,0,0,0,0,2,6,2
534031893,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2
534031901,49,14,0,9,5,35,0,0,4,16,0,0,3,3,2,0,0,0,7,579,138,0,103,35,441,0,0,65,168,0,0,108,30,28,0,0,0,42,433,146
534031902,73,23,0,8,15,50,0,0,11,20,1,3,2,2,1,2,2,0,6,2860,1732,0,128,1604,1128,0,0,280,321,105,5,138,97,2,18,2,0,160,2360,494
534031903,34,11,0,9,2,23,0,0,4,12,0,1,0,2,2,0,0,0,2,588,132,0,96,36,456,0,0,54,260,0,10,0,26,83,0,0,0,23,343,245
534031904,40,22,0,12,10,18,0,0,1,10,0,2,0,0,1,0,0,0,4,494,262,0,92,170,232,0,0,92,100,0,5,0,0,6,0,0,0,29,375,119
534031911,73,20,0,10,10,53,1,0,6,26,0,4,2,6,5,0,1,0,2,1029,297,0,104,193,732,4,0,173,320,0,31,14,55,104,0,7,0,24,765,264
534031912,66,18,0,10,8,48,0,0,2,20,1,5,2,5,6,0,2,0,5,580,171,0,118,53,409,0,0,38,144,7,19,6,55,75,0,10,0,55,362,210
534031913,63,19,0,13,6,44,0,0,4,12,0,2,1,9,2,1,11,0,2,709,137,0,88,49,572,0,0,53,145,0,17,2,57,4,32,254,0,8,324,378
534031914,72,22,0,16,6,50,0,2,4,10,0,5,2,5,7,7,5,0,3,407,137,0,101,36,270,0,7,20,92,0,43,7,23,21,15,31,0,11,230,177
534031921,40,9,0,8,1,31,0,0,0,9,0,2,1,5,6,1,4,1,2,363,74,0,43,31,289,0,0,0,132,0,8,2,25,41,2,61,7,11,163,200
534031922,40,8,0,7,1,32,0,0,0,7,1,2,1,3,10,1,7,0,0,248,29,0,24,5,219,0,0,0,46,11,17,3,34,56,2,50,0,0,108,138
534031923,18,12,0,11,1,6,0,1,0,0,0,0,1,0,1,3,0,0,0,103,40,0,37,3,63,0,25,0,0,0,0,2,0,2,34,0,0,0,58,45
534031924,59,5,0,5,0,54,0,0,1,20,2,0,1,1,9,9,6,0,5,551,31,0,31,0,520,0,0,2,153,7,0,5,1,16,276,23,0,37,326,225
534031931,46,3,0,2,1,43,0,0,1,6,3,7,5,3,7,3,6,0,2,293,10,0,8,2,283,0,0,9,19,35,20,6,13,23,47,88,0,23,110,183
534031932,44,5,0,5,0,39,0,0,0,17,1,1,0,5,3,3,5,0,4,559,31,0,31,0,528,0,0,0,283,25,2,0,101,6,6,53,0,52,219,340
534031933,257,4,0,3,1,253,0,0,4,62,4,21,3,64,35,20,34,1,5,2486,24,0,22,2,2462,0,0,116,408,138,76,10,486,147,155,804,7,115,999,1484
534031934,62,10,0,7,3,52,0,0,0,18,1,2,3,6,10,3,7,1,1,291,28,0,19,9,263,0,0,0,61,8,5,11,38,14,15,102,8,1,96,191
534031941,13,1,0,1,0,11,0,0,1,2,0,0,1,1,1,3,1,0,1,117,1,0,1,0,104,0,0,18,12,0,0,1,14,4,41,13,0,1,70,47
534031942,23,8,0,6,2,15,0,0,0,6,0,0,0,2,2,3,1,0,1,114,28,0,19,9,86,0,0,0,52,0,0,0,3,4,22,1,0,4,66,48
534031943,5,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,1,0,1,39,0,0,0,0,32,0,0,0,0,0,2,2,0,0,0,25,0,3,10,29
534031944,30,3,0,2,1,27,0,0,0,11,0,0,1,3,3,1,6,1,1,145,7,0,5,2,138,0,0,0,39,0,0,17,11,5,1,50,5,10,65,80
534031951,10,2,0,2,0,8,0,0,1,3,0,0,0,0,0,0,4,0,0,253,13,0,13,0,240,0,0,5,14,0,0,0,0,0,0,221,0,0,103,150
534031952,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
534031953,15,2,0,1,1,13,0,0,0,3,0,0,2,5,1,0,0,0,2,125,11,0,2,9,114,0,0,0,10,0,0,6,25,2,0,0,0,71,26,99
534031954,5,2,0,2,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,27,13,0,13,0,14,0,0,0,0,0,0,4,9,0,1,0,0,0,17,10
534031961,3,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,17,12,0,12,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,13,4
534031962,5,1,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0,2,84,7,0,7,0,77,0,0,0,0,0,0,0,14,0,0,53,0,10,31,53
534031963,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,17,0,0,14,0,0,0,0,0,0,0,0,0,3,15,2
534031964,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,10,2
534031971,3,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,48,16,0,16,0,32,0,0,23,0,0,0,0,9,0,0,0,0,0,41,7
534031973,4,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,11,13,0,0,0,0,14,10
534031974,15,2,0,1,1,13,0,0,0,8,0,0,0,2,0,0,1,0,2,77,27,0,23,4,50,0,0,0,28,0,0,0,7,0,0,10,0,5,52,24
534031981,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,2,5,1
534031983,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,8,2
534031993,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0
534031994,3,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,0,0,3,1,0,0,0,0,0,0,0,0,2,2,4
534032012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2
534032014,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
534032021,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
534032022,12,1,0,1,0,10,0,0,0,2,0,1,0,2,1,0,1,0,3,62,4,0,4,0,53,0,0,0,11,0,5,0,6,1,0,10,0,20,34,28
534032023,5,1,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,58,15,0,0,15,43,0,0,28,4,0,0,0,0,0,0,0,0,11,49,9
534032024,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1
534032031,4,1,0,1,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,15,1,0,1,0,14,0,0,0,9,0,5,0,0,0,0,0,0,0,10,0
534032032,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9
534032033,6,3,0,2,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,53,9,0,3,6,44,0,0,0,44,0,0,0,0,0,0,0,0,0,37,16
534032034,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
534032041,3,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,4,0,8,0,0,0,0,0,0,0,11,1
534032042,5,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,3,0,0,62,7,0,0,7,55,0,0,0,8,0,0,0,0,0,0,47,0,0,6,56
534032043,5,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,1,84,9,0,0,9,64,0,0,60,0,0,0,0,0,0,0,0,0,4,64,20
534032044,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7,1
